step,epoch,cond2,inv_norm_2,G_frobenius,loss_total
2450,3,1.0005545949868144,1.0002859351276825,1.2054397059784123,0.18237990160918663
2500,3,1.0005150047163442,1.0002797394271217,1.2054396212820229,0.18957033184223443
2550,3,1.0006236925975975,1.0003265034424536,1.2054397455385157,0.1887695572931318
2600,3,1.0006173629299382,1.0003075742239638,1.2054397108327746,0.17775798280859362
2650,3,1.0005775863366075,1.0003115208064568,1.2054396630180306,0.18650467736298512
2700,3,1.0005356888268218,1.0002677908390836,1.2054396807585077,0.1855440755844459
2750,3,1.000736177412352,1.0003266374408806,1.205439817716051,0.1941483944073251
2800,3,1.0006984692962917,1.0003206335162216,1.2054397510678896,0.17850032690283235
2850,3,1.0006403052173234,1.000296696080649,1.2054397537993238,0.18327570854626354
2900,3,1.0007376305289826,1.0003480927097148,1.205439789651743,0.18706360981927309
2950,3,1.0004710650690047,1.0002186992811732,1.205439639671979,0.18369685012200734
3000,4,1.0005722802929748,1.0002820843866433,1.2054397098837228,0.18308275289422019
3050,4,1.000558608317879,1.0002758978430932,1.2054396979950914,0.1752149330445131
3100,4,1.000786876100478,1.000333805261609,1.2054399265784472,0.1836712462938104
3150,4,1.00070194896268,1.000368517622698,1.205439871775026,0.18443288564333465
3200,4,1.0006686696461355,1.0003497045101686,1.205439786557874,0.1930906261283168
3250,4,1.0005740807124812,1.000282202552246,1.205439708780983,0.17887093102130755
3300,4,1.0006555322934836,1.000321245538544,1.2054397493474278,0.18215792419360619
3350,4,1.0006215345152825,1.000283617438019,1.2054397246202306,0.18580445609294716
3400,4,1.0006915316508949,1.0003798826347776,1.205439771485002,0.18390234727486177
3450,4,1.000617307389065,1.0002682395164235,1.2054397648563506,0.1797936046493945
3500,4,1.0005856193094227,1.0002910743777058,1.205439712898971,0.1872574253945079
3550,4,1.0006084611588697,1.0003575171785797,1.205439756491938,0.19143231437818914
3600,4,1.0006763347005612,1.0003201767359973,1.2054397793527638,0.187133207815191
3650,4,1.0005156583830013,1.000267493152928,1.2054396844154784,0.17467561656110284
3700,4,1.0007388019520629,1.0003889843002032,1.2054398771236272,0.18545768777370988
3750,5,1.0006872860524985,1.0003592646089199,1.205439847031699,0.17497526543533287
3800,5,1.0007936088503149,1.0004075686758165,1.205439851894828,0.18564287069874
3850,5,1.000685573609357,1.000355618463573,1.2054398760800302,0.18354160465023203
3900,5,1.0006849335413155,1.0003424039816784,1.205439803593579,0.1804684631150214
3950,5,1.0006848813722533,1.0003780752123332,1.2054397996357262,0.18461123428890838
4000,5,1.0005685850418147,1.0002810066021552,1.2054397360150217,0.18755361648762411
4050,5,1.000563791010171,1.0003098569406923,1.2054397156185523,0.18744550443754915
4100,5,1.0008345425951275,1.0004299206455103,1.2054398775136896,0.18731685012827698
4150,5,1.000636224184597,1.0003137611519832,1.2054397789131586,0.18550320787144495
4200,5,1.0007825359837974,1.0003876323752063,1.2054398411681688,0.18927411719723886
4250,5,1.0008053891881417,1.0004388843236536,1.205439888722352,0.19030457396099507
4300,5,1.000681772836819,1.0003303715196044,1.2054398319705988,0.17498379735605055
4350,5,1.0006858815883874,1.0003099326723035,1.2054398276228027,0.1922652124428112
4400,5,1.0006952665775004,1.0003602299961336,1.205439839788694,0.18222746732365386
4450,5,1.0007389205774815,1.0003942947793445,1.2054399009483139,0.1870588903572748
4500,6,1.1917681083442735,1.0627028878076747,1.2296176626130397,2.8870136647178297
4550,6,1.1961256997864314,1.0627962564620945,1.230255955179863,2.0352510662668246
4600,6,1.1941498909531283,1.0595539123222537,1.2305201108824002,1.920551275810227
4650,6,1.1995688082276321,1.0612604371946333,1.2316905383994936,2.183708356480334
4700,6,1.200488306005917,1.0624548066053932,1.231868274306579,1.8067358542921668
4750,6,1.2002962078798167,1.0618133457771808,1.232056428276051,1.8687407913908949
4800,6,1.2002598571100827,1.0606933970565458,1.2323797430484895,2.0334278633270104
4850,6,1.2026824976971235,1.0612154272550238,1.23292701213529,1.887640878246983
4900,6,1.204887198512504,1.0610333702381667,1.2333717390762746,1.8416442731309173
4950,6,1.2073274885088459,1.0627000626251415,1.2339878891656657,1.8457522962378203
5000,6,1.2082751867616788,1.0631331540324773,1.2341749402346387,1.765479436734292
5050,6,1.2102963353904876,1.0639932088088782,1.234824264474233,2.030140634218976
5100,6,1.2114375790526055,1.064480477353176,1.2351235765635928,1.9353464224186028
5150,6,1.2164535594494525,1.065160387116911,1.2361186926046583,2.1482079472721307
5200,7,1.2149890583889322,1.0642696930061468,1.2357454295175998,1.7639490066828092
5250,7,1.2160650714228312,1.0657384303032778,1.2356719349562066,1.7800251156105649
5300,7,1.216233041204188,1.0653615258859022,1.2358309379949919,1.827220048435197
5350,7,1.2176153471110334,1.0665012242194158,1.2361456891643239,1.8947272201683727
5400,7,1.2195877280175353,1.0679286097573932,1.2364337839523383,1.8170785351060985
5450,7,1.2221049534849555,1.0672144848247256,1.237190633322808,1.819024204973517
5500,7,1.222351858356107,1.0663434764432456,1.2374517765131763,1.642369605030129
5550,7,1.2209415914411224,1.065196526145938,1.2371668460665255,1.8956839504559135
5600,7,1.2200575142211603,1.0646122353027763,1.2369288420407434,1.8338560099850387
5650,7,1.2205996868469198,1.0644215798791328,1.237292048136498,1.8656438024307325
5700,7,1.223302966697417,1.0668773229611712,1.2378178367439021,1.733359868107305
5750,7,1.2261087463651914,1.0675431890884783,1.2383168029849094,1.6981170772948966
5800,7,1.2282916411814986,1.0686836243434095,1.2388106954894484,1.7666241183461961
5850,7,1.232210432918494,1.0709474730573527,1.2392107324542985,1.666808282755238
5900,7,1.232097330156479,1.0715635246148967,1.2392244955956946,1.6445096670205952
5950,8,1.2366806894366762,1.0720464340096714,1.2400906575952722,1.837609587150385
6000,8,1.2362556006233365,1.0716066111193243,1.240098347325344,1.5741608849404745
6050,8,1.2378950034911158,1.0710706441269295,1.2405089404930056,1.7340866315408556
6100,8,1.2386532609486685,1.0712146479530735,1.2406552877963266,1.6642917750274644
6150,8,1.2395399902665318,1.0721447917574078,1.2406875654807086,1.7973616682657996
6200,8,1.2422123373310952,1.0746488663399836,1.2409486672607821,1.6465676927155017
6250,8,1.244645607494377,1.0754874820050424,1.2410668790125434,1.713813748488078
6300,8,1.2486967274815308,1.0770729599912068,1.2417964686863787,1.9732520871902413
6350,8,1.2458785625126714,1.0742128105525022,1.2414474568994662,1.6238840351582455
6400,8,1.2506572873485675,1.0759079664978242,1.2423376869792613,1.566860983898001
6450,8,1.2537967232882987,1.077756015570619,1.242896166726266,1.8897363697637928
6500,8,1.2557427503119618,1.0775712242183022,1.2432522279607363,1.771441671764318
6550,8,1.2573528505953346,1.078426327559634,1.2435450353917228,1.643760209994866
6600,8,1.259962179205762,1.0780531110708613,1.2442572117804898,1.7167975381323546
6650,8,1.2612409193512342,1.0796197055848022,1.2443167789257883,1.6520179257096386
6700,9,1.2652702723515854,1.0809064216996875,1.2448216597908368,1.5636879513377997
6750,9,1.2669239251723114,1.081903134895,1.2455138587334413,1.6415470996315262
6800,9,1.2703301553618414,1.0828228481770077,1.2462698020351526,1.6572492330955668
6850,9,1.2737549592049535,1.0840694165525764,1.2469161852689539,1.5443275974497184
6900,9,1.2739662430171885,1.083771912610261,1.2468366411988987,1.5705725795417032
6950,9,1.275225246315821,1.0831104258896216,1.2474805711158807,1.5206707499119052
7000,9,1.2771013599846162,1.083152775236285,1.2477023187622613,1.628596316925791
7050,9,1.2800002684914602,1.0841496155604782,1.2484731204769528,1.5780799453476966
7100,9,1.2824518264620328,1.0846216747200006,1.2490506237432992,1.6073690040670507
7150,9,1.284995612047373,1.0853918481575031,1.2498727036634178,1.4858086314653476
7200,9,1.2894425158946767,1.0873261207566454,1.2505885716513334,1.565182906894595
7250,9,1.288242935022844,1.087266158745791,1.250297098852112,1.6272205703967086
7300,9,1.2885974449938555,1.086068042793642,1.250216691245456,1.4640723116511984
7350,9,1.2896480709393248,1.0859755608175576,1.2505523008117008,1.5853232999902251
7400,9,1.2969355003928962,1.0891886753411424,1.2521299513806046,1.4444972831274407
7450,10,1.2965074614315413,1.089613953633379,1.2524616884008133,1.5743856907472005
7500,10,1.2934374366962123,1.0878463839272214,1.251850745104018,1.4963772226654022
7550,10,1.2932642339002964,1.0879525418702836,1.251676840081379,1.608884417991297
7600,10,1.2901939387346484,1.0848701457826195,1.25155374960506,1.4261637899400121
7650,10,1.292020734938517,1.0853031534965933,1.2517648004423023,1.519176973551967
7700,10,1.292538558307183,1.0857698411770578,1.2519236747301372,1.5597032913649562
7750,10,1.2949912208078664,1.0883058427389343,1.2521399294748565,1.5215701082113589
7800,10,1.292207507459917,1.0861155929435866,1.2517046078406728,1.5470526078611828
7850,10,1.291376235411255,1.0870657613594146,1.2515077984858443,1.5236271507946089
7900,10,1.2924668342420345,1.0863593593649683,1.251731910912858,1.5431153074288941
7950,10,1.2916993711338207,1.084900585024165,1.2520646071010317,1.5573255021884431
8000,10,1.2905092609022748,1.0846908189514053,1.2517664935412252,1.5816433510358279
8050,10,1.291354210838614,1.0850676352381299,1.2517002787927698,1.480905238942837
8100,10,1.287472240342161,1.0839243052035665,1.2505179340106771,1.5152778487038623
8150,10,1.2887906510872105,1.084215529130751,1.2509488241415099,1.4483254584730025
8200,11,1.3374732159767135,1.0937276330608043,1.2683107984161865,3.6542023622890785
8250,11,1.4451290065426228,1.1197869498772155,1.299864985319159,2.747503533700066
8300,11,1.5073451783664897,1.131341002603363,1.3212582852532189,2.244587020989418
8350,11,1.5519393105504329,1.1408197723104017,1.3364813693052517,2.3284853192986494
8400,11,1.5729354410638328,1.1459542747555143,1.3440072389108535,2.124455155777859
8450,11,1.583358465708541,1.1480417355449881,1.3475412129203899,2.13420242893784
8500,11,1.5855450516141336,1.1479140353512576,1.3483436004075455,1.8673270242592959
8550,11,1.5859583602899685,1.1475537266893119,1.3488254277429894,1.8169952240940586
8600,11,1.585680122880549,1.1478102193165127,1.3488343855004317,1.7853900277106896
8650,11,1.5821377387411995,1.1473496879693625,1.3479164323862434,1.6737156452671054
8700,11,1.581144673781356,1.149074940430412,1.346763231343136,1.729015536212324
8750,11,1.5768222988805072,1.1494981742437125,1.3454430863947509,1.6150221168132675
8800,11,1.572071032936272,1.1503296139505674,1.343557379981322,1.6177328205357462
8850,11,1.5672326913921146,1.15021947014038,1.341739259935776,1.6773873721394013
8900,11,1.5599046393336073,1.1488042308925817,1.339791249144724,1.6305397401223047
8950,12,1.5497067706349048,1.1459620422084875,1.337581848518478,1.6749949767297825
9000,12,1.5466935747092008,1.1476109213019579,1.3360486002987833,1.7202300438515996
9050,12,1.5431046682483935,1.1494075323433877,1.3345870904339785,1.6983183432126856
9100,12,1.5384554626301052,1.149568003230387,1.3328701277028463,1.5294309246087767
9150,12,1.539098182301275,1.1523145981766083,1.332955373178955,1.6702739953133425
9200,12,1.5310118150016754,1.1492245698120722,1.3314815791299235,1.6442632334314247
9250,12,1.5265095677403786,1.1488238488225158,1.3306689571345793,1.8225099888530363
9300,12,1.5263275102754243,1.151958615708811,1.3299260009423635,1.5799827779306157
9350,12,1.5292011938388894,1.1546929425965131,1.3315658164081972,1.669188561659837
9400,12,1.5312915082753404,1.1571988406095859,1.3318342946560024,1.6009273060212617
9450,12,1.5284294066062827,1.1571260592535784,1.330981946254916,1.5877952175436723
9500,12,1.5298091896328478,1.1603717652312313,1.3319096758343911,1.6021209577506257
9550,12,1.5269728713320208,1.1590145556389204,1.3320120603945014,1.5940989492990787
9600,12,1.5327388977351355,1.1652312899434034,1.3324616273335232,1.4864191138961296
9650,13,1.5299490008480097,1.1662424480652571,1.3314868614064455,1.6005066314380187
9700,13,1.5284441179131818,1.1655746859471827,1.332458985242899,1.5532988159065193
9750,13,1.5299987944334976,1.168349617350427,1.3330665506200268,1.485149808802403
9800,13,1.5330849835774123,1.1720563017800605,1.3335585246199393,1.6403871798966794
9850,13,1.5313325462313274,1.1722274297812083,1.3346428768247103,1.5701826259782772
9900,13,1.5317525390864846,1.1743894018643724,1.3352819611622968,1.5376185567585354
9950,13,1.5327653740866127,1.1765864299892426,1.336383845789461,1.5750910943291094
10000,13,1.5305907631014508,1.1772057183217146,1.3359345859272351,1.647397846270892
10050,13,1.541242645804422,1.1821005824551871,1.340226886257404,1.5543455086840314
10100,13,1.5424504013154443,1.1840420027767462,1.3412953410556117,1.5101965627233658
10150,13,1.5464822313264412,1.1872899594406197,1.3424580039938496,1.4806761534801796
10200,13,1.5435683392191477,1.1866201085595947,1.3418101834725804,1.5260215410315052
10250,13,1.5402668159937256,1.1856626585425152,1.3417165300947664,1.5364476806491716
10300,13,1.550624969093291,1.1915267191267962,1.3447078265042516,1.4732478361591266
10350,13,1.5521302103595624,1.1919347684800106,1.3460394079631317,1.475028995082075
10400,14,1.5509605542198708,1.1913352917092637,1.3469950653753733,1.5542397992701222
10450,14,1.549552078782598,1.1922805602487985,1.3469353388788512,1.5547936430781897
10500,14,1.5581576059094748,1.1979342122180268,1.3495603627684125,1.5446282990861189
10550,14,1.5582531387804486,1.1995324234247338,1.3498514620588442,1.4820501662799415
10600,14,1.5568726312737953,1.2000685638738309,1.3516463603125481,1.4947070355773602
10650,14,1.565736184243177,1.2068359647917881,1.3544359091408598,1.5493030635263219
10700,14,1.5666596257971965,1.2066969206076081,1.3553354732299638,1.5045895642310698
10750,14,1.5706335486935186,1.2090943790457809,1.3565997468918456,1.573607488802888
10800,14,1.562635331615099,1.2066368325806285,1.3549868565733711,1.5420905674180583
10850,14,1.5699778155847282,1.210244969322259,1.3566528333656445,1.5137985132775005
10900,14,1.5714215949101897,1.2126919777256757,1.3564782255175276,1.6257902560319986
10950,14,1.5718781407536717,1.2122860448257076,1.357908568877797,1.4700646690982828
11000,14,1.5755836291432739,1.2138090788858942,1.3592448016780816,1.4754148365278186
11050,14,1.5752541549001235,1.2148101696160998,1.3581155803817326,1.4967012641191
11100,14,1.569744214952004,1.2128134705037084,1.3568676446475878,1.5603637651034208
